product_name,category,gender,gear,description,price,file_path
Audi_Q7_2010,SUV,woman,manual,"Audi Q7 2010 charakteryzuje się komfortowa jazda, niska cena eksploatacji, ekonomiczne spalanie.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Crossover,woman,manual,"Audi Q7 2010 charakteryzuje się dynamiczny design, rodzinny samochód, komfortowa jazda.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Hatchback,man,automatic,"Audi Q7 2010 charakteryzuje się dobry stan, ekonomiczne spalanie, komfortowa jazda.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Sedan,man,manual,"Audi Q7 2010 charakteryzuje się dobry stan, rodzinny samochód, dynamiczny design.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Coupe,man,manual,"Audi Q7 2010 charakteryzuje się dobry stan, dynamiczny design, komfortowa jazda.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,SUV,woman,manual,"Audi Q7 2010 charakteryzuje się dynamiczny design, dobry stan, idealny na miasto.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Sedan,man,manual,"Audi Q7 2010 charakteryzuje się niska cena eksploatacji, dobry stan, dynamiczny design.",1169,cars_split\Audi_Q7_2010
Audi_Q7_2010,Sedan,woman,manual,"Audi Q7 2010 charakteryzuje się przestronne wnętrze, dynamiczny design, idealny na miasto.",1366,cars_split\Audi_Q7_2010
Audi_Q7_2010,Hatchback,man,manual,"Audi Q7 2010 charakteryzuje się rodzinny samochód, komfortowa jazda, dynamiczny design.",1000,cars_split\Audi_Q7_2010
Audi_Q7_2010,Sedan,woman,manual,"Audi Q7 2010 charakteryzuje się komfortowa jazda, ekonomiczne spalanie, rodzinny samochód.",1151,cars_split\Audi_Q7_2010
Audi_Q8_2019,Wagon,woman,automatic,"Audi Q8 2019 charakteryzuje się dobry stan, niska cena eksploatacji, przestronne wnętrze.",5637,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,man,automatic,"Audi Q8 2019 charakteryzuje się dobry stan, przestronne wnętrze, dynamiczny design.",4361,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,man,manual,"Audi Q8 2019 charakteryzuje się dobry stan, przestronne wnętrze, idealny na miasto.",5889,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,man,automatic,"Audi Q8 2019 charakteryzuje się rodzinny samochód, dynamiczny design, dobry stan.",4848,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,woman,automatic,"Audi Q8 2019 charakteryzuje się komfortowa jazda, rodzinny samochód, ekonomiczne spalanie.",4168,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,man,manual,"Audi Q8 2019 charakteryzuje się dynamiczny design, dobry stan, komfortowa jazda.",5057,cars_split\Audi_Q8_2019
Audi_Q8_2019,Hatchback,woman,manual,"Audi Q8 2019 charakteryzuje się idealny na miasto, dobry stan, niska cena eksploatacji.",5658,cars_split\Audi_Q8_2019
Audi_Q8_2019,Hatchback,woman,manual,"Audi Q8 2019 charakteryzuje się dynamiczny design, komfortowa jazda, idealny na miasto.",4704,cars_split\Audi_Q8_2019
Audi_Q8_2019,Wagon,man,manual,"Audi Q8 2019 charakteryzuje się dobry stan, przestronne wnętrze, rodzinny samochód.",4126,cars_split\Audi_Q8_2019
Audi_Q8_2019,Convertible,woman,automatic,"Audi Q8 2019 charakteryzuje się dynamiczny design, rodzinny samochód, niska cena eksploatacji.",5653,cars_split\Audi_Q8_2019
BMW_4-Series_2014,Sedan,woman,automatic,"BMW 4-Series 2014 charakteryzuje się komfortowa jazda, ekonomiczne spalanie, niska cena eksploatacji.",1765,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Hatchback,woman,automatic,"BMW 4-Series 2014 charakteryzuje się przestronne wnętrze, niska cena eksploatacji, komfortowa jazda.",3102,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Coupe,man,manual,"BMW 4-Series 2014 charakteryzuje się przestronne wnętrze, ekonomiczne spalanie, idealny na miasto.",1957,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Hatchback,man,automatic,"BMW 4-Series 2014 charakteryzuje się komfortowa jazda, niska cena eksploatacji, przestronne wnętrze.",3091,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Sedan,man,automatic,"BMW 4-Series 2014 charakteryzuje się rodzinny samochód, idealny na miasto, komfortowa jazda.",2837,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Convertible,woman,manual,"BMW 4-Series 2014 charakteryzuje się niska cena eksploatacji, przestronne wnętrze, dobry stan.",1685,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Sedan,man,manual,"BMW 4-Series 2014 charakteryzuje się idealny na miasto, ekonomiczne spalanie, dobry stan.",3443,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Convertible,man,automatic,"BMW 4-Series 2014 charakteryzuje się ekonomiczne spalanie, przestronne wnętrze, dynamiczny design.",2704,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Coupe,woman,manual,"BMW 4-Series 2014 charakteryzuje się komfortowa jazda, ekonomiczne spalanie, rodzinny samochód.",2025,cars_split\BMW_4-Series_2014
BMW_4-Series_2014,Coupe,woman,manual,"BMW 4-Series 2014 charakteryzuje się ekonomiczne spalanie, idealny na miasto, przestronne wnętrze.",2901,cars_split\BMW_4-Series_2014
BMW_5-Series_2011,Wagon,woman,manual,"BMW 5-Series 2011 charakteryzuje się rodzinny samochód, przestronne wnętrze, komfortowa jazda.",1573,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,SUV,woman,manual,"BMW 5-Series 2011 charakteryzuje się dobry stan, dynamiczny design, ekonomiczne spalanie.",1000,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Crossover,woman,manual,"BMW 5-Series 2011 charakteryzuje się rodzinny samochód, niska cena eksploatacji, ekonomiczne spalanie.",1000,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Coupe,woman,automatic,"BMW 5-Series 2011 charakteryzuje się komfortowa jazda, niska cena eksploatacji, rodzinny samochód.",1000,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,SUV,woman,automatic,"BMW 5-Series 2011 charakteryzuje się niska cena eksploatacji, dynamiczny design, rodzinny samochód.",1053,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Crossover,man,automatic,"BMW 5-Series 2011 charakteryzuje się dynamiczny design, idealny na miasto, rodzinny samochód.",1000,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Coupe,man,automatic,"BMW 5-Series 2011 charakteryzuje się idealny na miasto, ekonomiczne spalanie, rodzinny samochód.",1496,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,SUV,man,manual,"BMW 5-Series 2011 charakteryzuje się idealny na miasto, przestronne wnętrze, dynamiczny design.",1000,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Coupe,man,automatic,"BMW 5-Series 2011 charakteryzuje się idealny na miasto, dynamiczny design, ekonomiczne spalanie.",1960,cars_split\BMW_5-Series_2011
BMW_5-Series_2011,Sedan,man,automatic,"BMW 5-Series 2011 charakteryzuje się dynamiczny design, dobry stan, przestronne wnętrze.",1000,cars_split\BMW_5-Series_2011
BMW_6-Series_2010,Crossover,woman,manual,"BMW 6-Series 2010 charakteryzuje się rodzinny samochód, ekonomiczne spalanie, przestronne wnętrze.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Crossover,man,manual,"BMW 6-Series 2010 charakteryzuje się idealny na miasto, dobry stan, komfortowa jazda.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,SUV,man,automatic,"BMW 6-Series 2010 charakteryzuje się niska cena eksploatacji, rodzinny samochód, dobry stan.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Sedan,woman,manual,"BMW 6-Series 2010 charakteryzuje się niska cena eksploatacji, dobry stan, przestronne wnętrze.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Hatchback,man,manual,"BMW 6-Series 2010 charakteryzuje się idealny na miasto, rodzinny samochód, niska cena eksploatacji.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Hatchback,woman,automatic,"BMW 6-Series 2010 charakteryzuje się dobry stan, przestronne wnętrze, rodzinny samochód.",1103,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Crossover,man,automatic,"BMW 6-Series 2010 charakteryzuje się idealny na miasto, przestronne wnętrze, dobry stan.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Crossover,woman,manual,"BMW 6-Series 2010 charakteryzuje się ekonomiczne spalanie, dynamiczny design, rodzinny samochód.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Sedan,woman,automatic,"BMW 6-Series 2010 charakteryzuje się ekonomiczne spalanie, rodzinny samochód, dynamiczny design.",1000,cars_split\BMW_6-Series_2010
BMW_6-Series_2010,Sedan,man,automatic,"BMW 6-Series 2010 charakteryzuje się dynamiczny design, ekonomiczne spalanie, idealny na miasto.",1000,cars_split\BMW_6-Series_2010
BMW_i3_2014,SUV,man,automatic,"BMW i3 2014 charakteryzuje się idealny na miasto, komfortowa jazda, dobry stan.",11591,cars_split\BMW_i3_2014
BMW_i3_2014,Wagon,woman,manual,"BMW i3 2014 charakteryzuje się dynamiczny design, ekonomiczne spalanie, przestronne wnętrze.",13394,cars_split\BMW_i3_2014
BMW_i3_2014,Crossover,man,automatic,"BMW i3 2014 charakteryzuje się ekonomiczne spalanie, niska cena eksploatacji, idealny na miasto.",13377,cars_split\BMW_i3_2014
BMW_i3_2014,Crossover,man,manual,"BMW i3 2014 charakteryzuje się niska cena eksploatacji, dobry stan, rodzinny samochód.",12995,cars_split\BMW_i3_2014
BMW_i3_2014,Crossover,man,automatic,"BMW i3 2014 charakteryzuje się dynamiczny design, dobry stan, komfortowa jazda.",12090,cars_split\BMW_i3_2014
BMW_i3_2014,Convertible,man,manual,"BMW i3 2014 charakteryzuje się dynamiczny design, niska cena eksploatacji, komfortowa jazda.",11729,cars_split\BMW_i3_2014
BMW_i3_2014,Sedan,woman,automatic,"BMW i3 2014 charakteryzuje się dobry stan, komfortowa jazda, dynamiczny design.",12289,cars_split\BMW_i3_2014
BMW_i3_2014,Hatchback,woman,automatic,"BMW i3 2014 charakteryzuje się komfortowa jazda, idealny na miasto, ekonomiczne spalanie.",12364,cars_split\BMW_i3_2014
BMW_i3_2014,Sedan,woman,manual,"BMW i3 2014 charakteryzuje się przestronne wnętrze, ekonomiczne spalanie, komfortowa jazda.",13401,cars_split\BMW_i3_2014
BMW_i3_2014,Crossover,woman,automatic,"BMW i3 2014 charakteryzuje się idealny na miasto, niska cena eksploatacji, ekonomiczne spalanie.",13256,cars_split\BMW_i3_2014
BMW_i8_2014,Convertible,woman,automatic,"BMW i8 2014 charakteryzuje się rodzinny samochód, idealny na miasto, przestronne wnętrze.",1882,cars_split\BMW_i8_2014
BMW_i8_2014,Sedan,man,manual,"BMW i8 2014 charakteryzuje się przestronne wnętrze, rodzinny samochód, dynamiczny design.",1659,cars_split\BMW_i8_2014
BMW_i8_2014,Sedan,woman,manual,"BMW i8 2014 charakteryzuje się przestronne wnętrze, dobry stan, rodzinny samochód.",2694,cars_split\BMW_i8_2014
BMW_i8_2014,Convertible,woman,automatic,"BMW i8 2014 charakteryzuje się dynamiczny design, komfortowa jazda, niska cena eksploatacji.",1967,cars_split\BMW_i8_2014
BMW_i8_2014,Sedan,man,automatic,"BMW i8 2014 charakteryzuje się dobry stan, niska cena eksploatacji, ekonomiczne spalanie.",2972,cars_split\BMW_i8_2014
BMW_i8_2014,Wagon,man,automatic,"BMW i8 2014 charakteryzuje się dobry stan, dynamiczny design, idealny na miasto.",3376,cars_split\BMW_i8_2014
BMW_i8_2014,Crossover,woman,automatic,"BMW i8 2014 charakteryzuje się idealny na miasto, niska cena eksploatacji, dynamiczny design.",1578,cars_split\BMW_i8_2014
BMW_i8_2014,Hatchback,man,automatic,"BMW i8 2014 charakteryzuje się komfortowa jazda, rodzinny samochód, przestronne wnętrze.",2139,cars_split\BMW_i8_2014
BMW_i8_2014,Wagon,man,manual,"BMW i8 2014 charakteryzuje się ekonomiczne spalanie, przestronne wnętrze, dobry stan.",2895,cars_split\BMW_i8_2014
BMW_i8_2014,Crossover,woman,automatic,"BMW i8 2014 charakteryzuje się komfortowa jazda, niska cena eksploatacji, idealny na miasto.",3205,cars_split\BMW_i8_2014
BMW_i8_2020,SUV,woman,automatic,"BMW i8 2020 charakteryzuje się komfortowa jazda, niska cena eksploatacji, idealny na miasto.",5771,cars_split\BMW_i8_2020
BMW_i8_2020,Coupe,woman,manual,"BMW i8 2020 charakteryzuje się idealny na miasto, ekonomiczne spalanie, rodzinny samochód.",4551,cars_split\BMW_i8_2020
BMW_i8_2020,Coupe,man,automatic,"BMW i8 2020 charakteryzuje się przestronne wnętrze, niska cena eksploatacji, ekonomiczne spalanie.",6171,cars_split\BMW_i8_2020
BMW_i8_2020,Convertible,woman,manual,"BMW i8 2020 charakteryzuje się dobry stan, idealny na miasto, komfortowa jazda.",4739,cars_split\BMW_i8_2020
BMW_i8_2020,Hatchback,woman,manual,"BMW i8 2020 charakteryzuje się idealny na miasto, dynamiczny design, przestronne wnętrze.",5133,cars_split\BMW_i8_2020
BMW_i8_2020,Hatchback,man,automatic,"BMW i8 2020 charakteryzuje się rodzinny samochód, idealny na miasto, komfortowa jazda.",6082,cars_split\BMW_i8_2020
BMW_i8_2020,SUV,man,automatic,"BMW i8 2020 charakteryzuje się ekonomiczne spalanie, niska cena eksploatacji, dobry stan.",5489,cars_split\BMW_i8_2020
BMW_i8_2020,Convertible,man,manual,"BMW i8 2020 charakteryzuje się idealny na miasto, ekonomiczne spalanie, niska cena eksploatacji.",5244,cars_split\BMW_i8_2020
BMW_i8_2020,SUV,woman,automatic,"BMW i8 2020 charakteryzuje się idealny na miasto, dynamiczny design, przestronne wnętrze.",4886,cars_split\BMW_i8_2020
BMW_i8_2020,Hatchback,man,automatic,"BMW i8 2020 charakteryzuje się dobry stan, rodzinny samochód, przestronne wnętrze.",5655,cars_split\BMW_i8_2020
BMW_X1_2013,Hatchback,woman,manual,"BMW X1 2013 charakteryzuje się ekonomiczne spalanie, niska cena eksploatacji, przestronne wnętrze.",2564,cars_split\BMW_X1_2013
BMW_X1_2013,SUV,woman,manual,"BMW X1 2013 charakteryzuje się dobry stan, dynamiczny design, niska cena eksploatacji.",2523,cars_split\BMW_X1_2013
BMW_X1_2013,Wagon,man,manual,"BMW X1 2013 charakteryzuje się idealny na miasto, dynamiczny design, komfortowa jazda.",2211,cars_split\BMW_X1_2013
BMW_X1_2013,Sedan,man,automatic,"BMW X1 2013 charakteryzuje się dynamiczny design, idealny na miasto, komfortowa jazda.",1745,cars_split\BMW_X1_2013
BMW_X1_2013,Coupe,man,automatic,"BMW X1 2013 charakteryzuje się ekonomiczne spalanie, niska cena eksploatacji, dynamiczny design.",2675,cars_split\BMW_X1_2013
BMW_X1_2013,Wagon,man,automatic,"BMW X1 2013 charakteryzuje się ekonomiczne spalanie, niska cena eksploatacji, dobry stan.",1968,cars_split\BMW_X1_2013
BMW_X1_2013,Crossover,woman,manual,"BMW X1 2013 charakteryzuje się rodzinny samochód, idealny na miasto, komfortowa jazda.",2458,cars_split\BMW_X1_2013
BMW_X1_2013,Hatchback,woman,automatic,"BMW X1 2013 charakteryzuje się dynamiczny design, niska cena eksploatacji, przestronne wnętrze.",1812,cars_split\BMW_X1_2013
BMW_X1_2013,Crossover,man,automatic,"BMW X1 2013 charakteryzuje się rodzinny samochód, ekonomiczne spalanie, komfortowa jazda.",2988,cars_split\BMW_X1_2013
BMW_X1_2013,Hatchback,woman,manual,"BMW X1 2013 charakteryzuje się komfortowa jazda, przestronne wnętrze, idealny na miasto.",1297,cars_split\BMW_X1_2013
BMW_X1_2020,Wagon,man,automatic,"BMW X1 2020 charakteryzuje się dobry stan, rodzinny samochód, niska cena eksploatacji.",4549,cars_split\BMW_X1_2020
BMW_X1_2020,Wagon,man,automatic,"BMW X1 2020 charakteryzuje się niska cena eksploatacji, dobry stan, przestronne wnętrze.",5289,cars_split\BMW_X1_2020
BMW_X1_2020,Hatchback,woman,manual,"BMW X1 2020 charakteryzuje się dynamiczny design, dobry stan, rodzinny samochód.",6093,cars_split\BMW_X1_2020
BMW_X1_2020,Wagon,woman,automatic,"BMW X1 2020 charakteryzuje się ekonomiczne spalanie, przestronne wnętrze, komfortowa jazda.",6467,cars_split\BMW_X1_2020
BMW_X1_2020,Hatchback,man,manual,"BMW X1 2020 charakteryzuje się rodzinny samochód, przestronne wnętrze, dobry stan.",5453,cars_split\BMW_X1_2020
BMW_X1_2020,Convertible,woman,automatic,"BMW X1 2020 charakteryzuje się dobry stan, komfortowa jazda, przestronne wnętrze.",5388,cars_split\BMW_X1_2020
BMW_X1_2020,Crossover,man,manual,"BMW X1 2020 charakteryzuje się dobry stan, komfortowa jazda, dynamiczny design.",4950,cars_split\BMW_X1_2020
